"id","name","terminalName","lastCommWithServer","lat","long","installed","locked","installDate","temporary","public","nbBikes","nbEmptyDocks","latestUpdateTime"
"479","Columbus Ave & Gramercy Blvd","32069","1518380831019","39.12333","-77.16486","true","false","0","false","true","8","3","1518343029910"
"480","Reston Pkwy & Spectrum Dr","32225","1518380869254","38.964207741006206","-77.35428035259247","true","false","0","false","true","5","10","1518256555260"
"481","Key West Ave & Great Seneca Hwy","32070","1518380825204","39.105642","-77.20386","true","false","0","false","true","5","6","1518342997474"
"482","Virginia Ave & 25th St NW","31297","1518380842257","38.8995","-77.054155","true","false","0","false","true","6","13","1518377469548"
"483","15th & M St NW","31298","1518380908703","38.905424","-77.034674","true","false","0","false","true","8","11","1518377473342"
"484","11th & Girard St NW","31126","1518380844232","38.925636","-77.027112","true","false","0","false","true","5","14","1518379778771"
"485","Connecticut Ave & R St NW","31299","1518380882822","38.912644","-77.04564","true","false","0","false","true","10","9","1518380645164"
"486","Wilson Blvd & N Troy St","31924","1518380832432","38.892556","-77.082089","true","false","0","false","true","5","10","1518379005723"
"487","Nebraska Ave/AU East Campus","31320","1518380905814","38.936298","-77.087128","true","false","0","false","true","4","15","1518379720865"
"488","15th St & Constitution Ave NW","31321","1518380906613","38.892244","-77.033234","true","false","0","false","true","11","8","1518380906263"
"489","22nd & H St NW","31127","1518380886582","38.899104","-77.048946","true","false","0","false","true","2","15","1518378160535"
"490","23rd & M St NW","31128","1518380806386","38.905303","-77.050264","true","false","0","false","true","10","9","1518379732209"
"491","Corporate Blvd & Omega Dr","32071","1518380904943","39.106971","-77.192645","true","false","0","false","true","9","6","1518333768342"
"492","Key West Ave & Diamondback Dr","32072","1518380906681","39.106152","-77.202354","true","false","0","false","true","7","4","1518342962639"
"493","Alabama Ave & Stanton Rd SE / Shops at Park Village","31813","1518380889343","38.84627","-76.98185","true","false","0","false","true","9","10","1518277940162"
"494","Mississippi Ave & 19th St SE / THEARC","31814","1518380841215","38.84377","-76.97557","true","false","0","false","true","11","8","1518256899452"
"495","19th & Savannah St SE","31815","1518380886082","38.84623","-76.97703","true","false","0","false","true","7","4","1518256614512"
"496","4th St & Mississippi Ave SE","31816","1518380841856","38.836","-77.0009","true","false","0","false","true","13","6","1518283106126"
"497","1st & S Capitol St SE / Oxon Run Trail","31817","1518380858720","38.824481","-77.005497","true","false","0","false","true","14","5","1518298686323"
"498","Livingston Rd & 3rd St SE","31818","1518380811935","38.82373","-77.00223","true","false","0","false","true","9","6","1518375482744"
"499","Joliet St & MLK Ave SW/Bald Eagle Rec Ctr","31819","1518380853642","38.81909","-77.01033","true","false","0","false","true","9","10","1518342989369"
"500","37th & Ely Pl SE / Fort Dupont Ice Arena","31715","1518380836747","38.883011","-76.949709","true","false","0","false","true","7","8","1518256862517"
"501","15th St & Pennsylvania Ave NW/Pershing Park","31129","1518380847388","38.89635","-77.03338","true","false","0","false","true","13","5","1518379762798"
"505","Maine Ave & 9th St SW","31646","1518380911463","38.88044","-77.025236","true","false","0","false","true","13","2","1518374755698"
"506","Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center","31523","1518380843932","38.915","-77.0078","true","false","0","false","true","10","9","1518378474280"
"507","Blueridge Ave & Elkins St","32073","1518380858499","39.04313","-77.05006","true","false","0","false","true","8","7","1518256846447"
"508","Georgia Ave & Kennedy St NW","31415","1518380812278","38.95674","-77.02791","true","false","0","false","true","6","13","1518366042425"
"509","7th St & Massachusetts Ave NE","31647","1518380850731","38.89222","-76.99602","true","false","0","false","true","8","11","1518380725378"
"510","Anacostia Park","31820","1518380819598","38.87335","-76.9834","true","false","0","false","true","10","9","1518379747587"
